-137.428200,51.826866,98
-120.230810,-7.058697,99
-97.014694,13.048428,99
-112.250030,19.219416,98
-124.775024,35.825770,96
-70.041750,-0.786054,97
-62.556860,17.062815,96
-64.872330,6.935473,98
-118.802940,-10.247392,97
-115.139786,27.222937,98
-101.311676,20.529530,99
-132.027200,-3.754174,101
-124.143730,17.389332,97
-134.180910,-14.560105,100
-133.026750,-14.441178,96
-93.115400,2.848031,100
-114.543106,-12.689466,96
-73.106560,12.241962,98
-57.392933,23.375921,98
-123.962776,41.655400,98
-55.975742,22.478989,99
-116.252760,56.145916,99
-145.061740,29.625326,96
-96.789320,28.254427,97
-61.736550,31.869894,99
-153.387920,22.931536,94
-99.582510,31.090746,98
-110.125175,10.755425,93
-141.172030,36.910460,99
-111.443620,-15.630620,98
-124.905350,-4.459871,95
-123.425460,64.882720,96
-140.136860,37.806774,100
-66.165344,2.250717,98
-102.419510,-1.202108,100
-134.922120,22.923676,96
-87.126780,32.514942,97
-144.108920,28.086994,99
-121.799225,57.926220,99
-119.526680,17.092705,97
-118.426430,-4.218306,101
-110.469734,55.042620,97
-108.250480,38.994904,101
-153.101500,17.385405,96
-89.919260,33.083923,100
-154.652100,7.623948,97
-80.916860,4.436648,97
-96.041980,43.012157,102
-62.752335,33.319035,96
-75.968090,3.297328,99
-69.070240,31.486677,96
-117.697044,41.698536,99
-55.532555,19.244595,99
-67.531790,24.120861,100
-97.382430,40.701300,97
-139.276050,38.243700,100
-90.265620,21.310846,101
-74.175780,15.404590,98
-57.077145,26.679285,100
-63.878570,14.295985,101
-62.539620,48.989857,95
-57.730877,57.171185,96
-57.614590,29.492619,98
-123.537270,-9.403224,96
-69.335670,21.438390,99
-149.426090,25.293894,98
-111.686775,43.838356,96
-77.563830,4.323396,97
-150.499450,19.505000,99
-133.186170,5.927195,96
-124.064540,5.670974,97
-88.245380,24.073605,96
-102.327400,8.105521,97
-142.161400,47.593740,96
-83.706280,25.188215,100
-97.967870,23.731684,101
-133.517400,19.514254,97
-111.986470,-10.902398,97
-152.098900,19.429610,97
-124.624290,9.870130,95
-132.420990,-0.613902,100
-47.840054,30.638100,96
-56.039300,19.715110,98
-106.155150,-2.765782,101
-112.328766,10.729101,101
-138.141420,-0.912731,98
-141.868010,52.063683,96
-149.800700,28.814110,98
-149.135220,1.249589,97
-67.753550,0.166641,98
-105.205574,-5.295106,100
-81.675224,20.405865,102
-80.220436,43.650105,96
-99.809520,65.159770,96
-66.264570,38.885834,100
-66.019936,41.819790,96
-66.665220,30.513208,98
-114.056820,22.499490,96
-94.684616,22.881657,94
-78.318190,22.834810,98
-129.942950,27.673668,98
-123.663284,-12.794719,99
-100.836210,66.195600,96
-133.931180,4.230252,98
-125.951430,-7.528881,95
-114.066990,36.054060,98
-146.207980,24.137290,98
-98.623940,-1.122752,100
-122.984085,-10.858417,101
-108.745860,-6.671704,99
-106.916800,58.315784,97
-121.067280,7.501203,99
-107.646130,66.436516,98
-124.537570,-10.210328,100
-60.725320,55.867493,97
-110.521170,36.021530,96
-68.846920,2.789836,95
-61.413994,50.014313,96
-132.155880,47.000145,98
-124.714370,12.247876,98
-60.746020,29.910788,99
-127.292010,10.605650,98
-56.258846,22.749409,97
-75.831276,54.895573,101
-146.882640,29.606530,97
-58.918324,52.380820,97
-100.353240,-7.790159,97
-145.243550,22.423613,102
-124.516240,51.906910,99
-96.475520,27.797705,99
-98.595245,-1.130081,101
-53.126370,39.498543,98
-111.434980,-13.504170,96
-126.718216,-11.086777,100
-111.829605,60.150150,98
-90.443756,17.035130,98
-110.565130,12.763832,102
-84.829890,17.198145,99
-78.413506,54.234720,98
-54.903194,38.099564,99
-149.457470,4.759504,95
-148.267940,37.293064,99
-121.514820,16.407373,99
-71.017210,4.591765,100
-151.756940,6.959744,99
-80.759575,17.020039,99
-87.395164,20.351480,98
-114.195175,51.000416,100
-56.203835,30.763968,95
-96.403860,23.630302,96
-142.826680,43.727028,99
-118.700810,27.745201,98
-68.317780,27.001390,95
-62.652546,16.216187,99
-62.370170,38.876030,99
-112.378490,-5.249581,100
-77.312780,19.469057,99
-145.775380,27.537245,98
-134.753480,47.257670,98
-122.411060,6.758143,97
-140.217320,47.335854,98
-116.285730,15.330108,99
-81.718110,18.836206,101
