-99.097270,67.971030,100
-99.215150,37.376330,100
-102.632210,14.864281,99
-111.038605,42.593586,99
-121.625786,49.783630,96
-85.456970,22.786670,99
-74.555275,17.850256,98
-107.948380,-8.075379,97
-67.864310,37.835236,98
-66.980880,4.381571,97
-146.021350,34.612705,95
-145.737690,37.850727,96
-111.376595,9.377210,99
-99.079130,15.648150,98
-60.644750,30.522053,97
-96.236080,17.734135,100
-82.135410,24.302422,99
-111.232920,6.867081,97
-156.443120,10.409554,98
-77.171320,27.094223,101
-132.327650,8.551028,97
-124.162040,-4.411151,95
-63.401190,44.768040,99
-105.191170,0.517328,99
-140.499000,39.699620,100
-98.403490,66.769066,100
-111.286030,-16.744236,96
-153.126170,10.168641,96
-132.566310,4.676365,98
-68.820590,2.011278,97
-79.968735,-5.819253,95
-87.481930,-0.178373,97
-103.678635,22.706772,99
-79.485560,53.706610,101
-144.211990,36.101930,95
-122.582450,5.406205,101
-73.650420,34.626920,99
-75.123870,16.561820,96
-93.354910,5.464573,99
-137.985470,1.568216,97
-82.758640,31.542253,101
-55.945740,32.195686,76
-113.140550,-16.403110,97
-118.342430,-9.921805,99
-134.990300,8.193532,99
-97.540300,51.185204,100
-140.680560,36.730210,102
-56.677130,27.472250,83
-131.414400,45.625256,99
-101.785380,39.376420,95
-95.454740,38.424828,97
-99.113160,29.318642,98
-121.692670,-0.502544,97
-143.505600,44.194940,100
-126.078995,12.659925,98
-151.872280,25.466047,99
-116.460110,6.438618,100
-126.861046,49.436497,98
-86.616875,22.924854,97
-111.023735,-15.914934,94
-89.988750,15.486514,97
-62.731358,40.186813,97
-105.184784,-11.120642,98
-112.873400,10.728420,97
-79.180320,40.213720,101
-140.214900,36.699333,96
-137.685060,32.723440,99
-92.901630,40.751137,99
-107.318504,57.515316,100
-154.904400,19.575964,98
-117.074554,59.456844,96
-61.546070,48.680878,100
-70.237404,2.275018,96
-95.781730,18.977955,97
-60.194720,56.486347,99
-51.104214,32.688324,77
-84.336140,54.036070,499
-112.595970,-12.081244,96
-120.999664,-7.877628,99
-133.583010,4.571459,95
-135.417220,52.764317,96
-62.545677,31.519144,99
-79.598946,25.186413,100
-103.351400,61.956910,96
-130.469670,11.017800,101
-125.424950,4.578939,97
-134.107740,18.692438,99
-100.253170,50.949030,98
-150.074230,30.548230,96
-101.729004,15.138123,97
-51.518856,44.084625,77
-111.641960,-17.484667,98
-76.280870,3.881567,95
-133.948010,37.225853,98
-147.393520,21.722382,101
-82.013290,38.048157,99
-84.869170,-6.796851,96
-109.362816,35.010740,97
-134.870970,30.217304,97
-115.211060,-4.699648,97
-119.200554,-10.887847,101
-133.885350,4.703711,97
-138.736150,53.587097,98
-59.489180,20.531807,80
-148.109220,28.695614,98
-57.851740,56.234306,83
-79.478780,42.773710,100
-101.296295,22.016474,98
-49.329090,34.533200,87
-53.704550,38.811153,76
-80.341660,52.747406,102
-134.700620,21.058302,97
-93.085304,42.868900,100
-117.916600,38.237926,97
-150.766000,26.678064,95
-110.565130,12.763832,102
-107.842260,-1.757951,96
-126.878250,-12.512892,100
-108.361360,-1.380374,96
-99.771060,-5.238169,99
-71.579834,19.512840,100
-134.235150,19.290314,100
-80.497010,44.125137,99
-69.865480,24.689468,97
-82.935875,51.525085,99
-88.498350,-0.015736,99
-149.966690,-0.550090,100
-132.605740,4.602029,98
-117.240950,55.526900,98
-64.783790,16.846571,99
-92.314920,-7.601651,95
-139.019910,36.684174,98
-112.465935,18.586603,100
-136.450600,36.634125,100
-84.751990,46.518463,97
-75.650500,16.810411,97
-68.999535,25.973488,99
-106.667730,-10.985682,100
-96.490640,40.623870,98
-120.336970,17.802996,100
-59.823456,53.628296,75
-124.613380,16.873222,96
-51.649280,32.998623,76
-77.385380,3.457267,99
-92.757126,-8.376216,99
-142.161400,47.593740,96
-55.121952,30.861100,81
-81.309850,27.832780,100
-107.882355,38.561913,95
-95.069420,49.576070,99
-97.798010,49.794712,99
-102.089800,6.031313,98
-155.809860,6.481808,101
-77.295980,2.435265,99
-137.388780,30.611343,98
-83.388084,-5.709949,99
-138.560910,40.832012,97
-101.345050,17.408575,97
-94.492640,19.485813,98
-97.138230,-5.636121,96
-111.228180,-15.711869,99
-62.278095,36.044220,98
-73.913730,17.904340,98
-55.297363,28.394445,74
-71.056070,-0.189315,97
-148.609310,24.814953,97
-63.946050,48.423065,98
-132.339800,-5.049313,95
-75.957160,28.939740,97
-152.322340,25.686155,101
-112.084236,28.222654,97
-118.535355,14.922852,100
-118.424965,53.860832,99
-88.877090,34.628773,96
-100.858870,38.047657,100
-68.298500,12.692523,100
-141.008470,38.362217,96
-136.521940,7.625161,95
-51.068535,43.959343,85
-57.963524,52.939724,71
-124.064540,5.670974,97
-82.106575,28.675041,99
-140.931870,38.258340,102
-61.495320,52.795177,95
-133.776460,21.948984,96
-132.837170,-10.839356,96
-132.339630,-12.147461,101
-119.298935,17.100086,98
-117.011375,-5.006950,97
-144.998430,46.340720,98
-47.881943,30.085087,82
-117.708750,38.827827,101
-139.292820,43.227734,95
-109.841250,1.779890,100
-58.550877,57.258232,77
-75.647180,4.796010,98
-77.090910,27.406675,99
-149.041180,0.688186,94
-73.655670,-0.916931,98
-74.402916,0.051352,101
-108.283554,51.452927,96
-107.938860,57.380330,97
-101.047035,20.737394,95
-142.663310,44.159145,97
-97.382430,40.701300,96
-86.080860,20.078337,97
-112.585785,-17.165815,97
-123.454765,6.438663,98
-125.409770,-7.432031,97
-121.647760,-11.783402,98
-110.821120,-17.230947,97
-77.991520,22.960830,100
-140.217320,47.335854,98
-137.487050,27.398945,100
-60.935024,17.552845,99
-95.029700,26.677965,96
